GID,metatitle,metadescription
gid://shopify/Product/15449121620292,Премиум фураж за катерици - натурален микс с цели ядки 10kg,"Organifer Squirrel Premium Feed е специално разработен, за да осигури на катериците естествено, разнообразно и богато на енергия хранене през цялата година."
gid://shopify/Product/15449121816900,Семена за картофи Frieslander A 28/35 (5 кг),"Семената за картофи Frieslander са добре познати със своята бърза вегетация и ранно узряване, което ги прави отличен избор за градинарите."
gid://shopify/Product/15449122013508,Храна за таралеж – пълноценни натурални гранули (10 kg),"Organifer Hedgehog Complete Feed е специално формулиран, за да осигури на таралежите във вашата градина пълноценна, висококачествена храна."
gid://shopify/Product/15449123422532,Семена за картофи Frieslander A 28/35 (10x = 250кг),"Семената за картофи Frieslander са добре познати със своята бърза вегетация и ранно узряване, което ги прави отличен избор за градинарите."
gid://shopify/Product/15449123946820,Семена за картофи Frieslander A 28/35 (20кг),"Семената за картофи Frieslander са добре познати със своята бърза вегетация и ранно узряване, което ги прави отличен избор за градинарите."
gid://shopify/Product/15449124012356,Семена за картофи Анабел A 28/32 (5 кг),"Annabelle е относително млад сорт, който бързо набира популярност както сред любителите градинари, така и сред професионалните фермери."
gid://shopify/Product/15449124045124,Семена за картофи Frieslander A 28/35 (40x = 1000кг),"Семената за картофи Frieslander са добре познати със своята бърза вегетация и ранно узряване, което ги прави отличен избор за градинарите."
gid://shopify/Product/15449124569412,Семена за картофи Анабел A 28/32 (20 кг),"Annabelle е относително млад сорт, който бързо набира популярност както сред любителите градинари, така и сред професионалните фермери."
gid://shopify/Product/15449124700484,Семена за картофи Frieslander A 28/35 (20x = 500кг),"Семената за картофи Frieslander са добре познати със своята бърза вегетация и ранно узряване, което ги прави отличен избор за градинарите."
gid://shopify/Product/15449124929860,Семена за картофи Анабел A 28/32 (10x = 250 кг),"Annabelle е относително млад сорт, който бързо набира популярност както сред любителите градинари, така и сред професионалните фермери."
gid://shopify/Product/15449125093700,Семена за картофи Анабел A 28/32 (10 кг),"Annabelle е относително млад сорт, който бързо набира популярност както сред любителите градинари, така и сред професионалните фермери."
gid://shopify/Product/15449125388612,Семена за картофи Анабел A 28/32 (20x = 500 кг),"Annabelle е относително млад сорт, който бързо набира популярност както сред любителите градинари, така и сред професионалните фермери."
gid://shopify/Product/15449125683524,Семена за картофи Анабел A 28/32 (40x = 1000 кг),"Annabelle е относително млад сорт, който бързо набира популярност както сред любителите градинари, така и сред професионалните фермери."
gid://shopify/Product/15449125912900,Семена за картофи Desiree A 28/35 (20 кг),"Семената за картофи Desiree, класически холандски сорт от 1962 г., са известни със своята универсалност и надеждна продуктивност."
gid://shopify/Product/15449125978436,Семена за картофи Desiree A 28/35 (10 кг),"Семената за картофи Desiree, класически холандски сорт от 1962 г., са известни със своята универсалност и надеждна продуктивност."
gid://shopify/Product/15449126240580,Семена за картофи Desiree A 28/35 (10x = 250 кг),"Семената за картофи Desiree, класически холандски сорт от 1962 г., са известни със своята универсалност и надеждна продуктивност."
gid://shopify/Product/15449126404420,Семена за картофи Desiree A 28/35 (40x = 1000 кг),"Семената за картофи Desiree, класически холандски сорт от 1962 г., са известни със своята универсалност и надеждна продуктивност."
gid://shopify/Product/15449126797636,Семена за картофи Desiree A 28/35 (20x = 500 кг),"Семената за картофи Desiree, класически холандски сорт от 1962 г., са известни със своята универсалност и надеждна продуктивност."
gid://shopify/Product/15449126928708,Семена за картофи Agria 28/35 (20 кг),"Семенните картофи Agria, разработени през 1986 г., са предпочитан избор за приготвяне на пържени картофи благодарение на дългоовалните клубени."
gid://shopify/Product/15449127485764,Семена за картофи Desiree A 28/35 (5 кг),"Семената за картофи Desiree, класически холандски сорт от 1962 г., са известни със своята универсалност и надеждна продуктивност."
gid://shopify/Product/15449127551300,Семена за картофи Agria 28/35 (10x = 250 кг),"Семенните картофи Agria, разработени през 1986 г., са предпочитан избор за приготвяне на пържени картофи благодарение на дългоовалните клубени."
gid://shopify/Product/15449128501572,Семена за картофи 28/35 Agria (20x = 500 кг),"Семенните картофи Agria, разработени през 1986 г., са предпочитан избор за приготвяне на пържени картофи благодарение на дългоовалните клубени."
gid://shopify/Product/15449129550148,Семена за картофи Agria 28/35 (5 кг),"Семенните картофи Agria, разработени през 1986 г., са предпочитан избор за приготвяне на пържени картофи благодарение на дългоовалните клубени."
gid://shopify/Product/15449129582916,Семена за картофи Bintje A 28/35 (5 кг),"Универсален и продуктивен сорт. Семенните картофи Bintje, емблематичен холандски сорт от 1905 г., са известни със своята универсалност и висок добив."
gid://shopify/Product/15449129943364,Семена за картофи Bintje A 28/35 (10 кг),"Универсален и продуктивен сорт. Семенните картофи Bintje, емблематичен холандски сорт от 1905 г., са известни със своята универсалност и висок добив."
gid://shopify/Product/15449130991940,Семена за картофи 28/35 Agria (40x = 1000 кг),"Семенните картофи Agria, разработени през 1986 г., са предпочитан избор за приготвяне на пържени картофи благодарение на дългоовалните клубени."
gid://shopify/Product/15449132368196,Семена за картофи Bintje A 28/35 (20 кг),"Универсален и продуктивен сорт. Семенните картофи Bintje, емблематичен холандски сорт от 1905 г., са известни със своята универсалност и висок добив."
gid://shopify/Product/15449134072132,Семена за картофи Bintje A 28/35 (10x = 250 кг),"Универсален и продуктивен сорт. Семенните картофи Bintje, емблематичен холандски сорт от 1905 г., са известни със своята универсалност и висок добив."
gid://shopify/Product/15449134137668,Семена за картофи Agria 28/35 (10 кг),"Семенните картофи Agria, разработени през 1986 г., са предпочитан избор за приготвяне на пържени картофи благодарение на дългоовалните клубени."
gid://shopify/Product/15449134235972,Семена за картофи Bintje A 28/35 (20x = 500 кг),"Универсален и продуктивен сорт. Семенните картофи Bintje, емблематичен холандски сорт от 1905 г., са известни със своята универсалност и висок добив."
gid://shopify/Product/15449134367044,Био семенa за картофи Frieslander A 28/35 (10 кг),"С дългоовални грудки и красив светложълт цвят след сваряване, тези картофи са отличен избор за градинари, търсещи качество и надеждност."
gid://shopify/Product/15449134563652,Био семенa за картофи Frieslander A 28/35 (20 кг),"С дългоовални грудки и красив светложълт цвят след сваряване, тези картофи са отличен избор за градинари, търсещи качество и надеждност."
gid://shopify/Product/15449134629188,Семена за картофи Bintje A 28/35 (40x = 1000 кг),"Универсален и продуктивен сорт. Семенните картофи Bintje, емблематичен холандски сорт от 1905 г., са известни със своята универсалност и висок добив."
gid://shopify/Product/15449134727492,Био семенa за картофи Frieslander A 28/35 (10x = 250 kg),"С дългоовални грудки и красив светложълт цвят след сваряване, тези картофи са отличен избор за градинари, търсещи качество и надеждност."
gid://shopify/Product/15449134825796,Био семенa за картофи Frieslander A 28/35 (20x = 500 kg),"С дългоовални грудки и красив светложълт цвят след сваряване, тези картофи са отличен избор за градинари, търсещи качество и надеждност."
gid://shopify/Product/15449134989636,Био семенa за картофи Frieslander A 28/35 (40x = 1000 kg),"С дългоовални грудки и красив светложълт цвят след сваряване, тези картофи са отличен избор за градинари, търсещи качество и надеждност."
gid://shopify/Product/15449135186244,Зеленчукови семена за балкон и контейнери 13 разновидности,"Този внимателно подбран пакет съдържа 13 разновидности зеленчукови семена, специално подбрани за малки градини и лесно отглеждане в саксии и контейнери."
gid://shopify/Product/15449135251780,Пакет семена за лечебни билки – 10 вида за естествено здраве,"Тази колекция съдържа 10 лечебни билки, всяка с уникални здравословни ползи – от подпомагане на храносмилането до облекчаване на респираторни проблеми."
gid://shopify/Product/15449135448388,Био семена за картофи Vitabella A 28/35 (10 кг),"Био семената за картофи Vitabella съчетават средноранно узряване с високи добиви, като произвеждат твърди картофи, перфектни за готвене и за пържене."
gid://shopify/Product/15449135808836,Био семена за картофи Vitabella A 28/35 (10x = 250 кг),"Био семената за картофи Vitabella съчетават средноранно узряване с високи добиви, като произвеждат твърди картофи, перфектни за готвене и за пържене."
gid://shopify/Product/15449136431428,Био семена за картофи Vitabella A 28/35 (20x = 500 кг),"Био семената за картофи Vitabella съчетават средноранно узряване с високи добиви, като произвеждат твърди картофи, перфектни за готвене и за пържене."
gid://shopify/Product/15449136464196,Био семена за картофи Vitabella A 28/35 (20 кг),"Био семената за картофи Vitabella съчетават средноранно узряване с високи добиви, като произвеждат твърди картофи, перфектни за готвене и за пържене."
gid://shopify/Product/15449136529732,Био семена за картофи Vitabella A 28/35 (40x = 1000 кг),"Био семената за картофи Vitabella съчетават средноранно узряване с високи добиви, като произвеждат твърди картофи, перфектни за готвене и за пържене."
gid://shopify/Product/15449136595268,Био семена за картофи Alouette A 28/35 (5 кг),"Био семенните картофи Alouette се доказват като предпочитан избор както сред любители градинари, така и сред професионални фермери."
gid://shopify/Product/15449136824644,Био семена за картофи Alouette A 28/35 (20 кг),"Био семенните картофи Alouette се доказват като предпочитан избор както сред любители градинари, така и сред професионални фермери."
gid://shopify/Product/15449136890180,Био семена за картофи Alouette A 28/35 (10 кг),"Био семенните картофи Alouette се доказват като предпочитан избор както сред любители градинари, така и сред професионални фермери."
gid://shopify/Product/15449137021252,Био семена за картофи Alouette A 28/35 (10x = 250 кг),"Био семенните картофи Alouette се доказват като предпочитан избор както сред любители градинари, така и сред професионални фермери."
gid://shopify/Product/15449137512772,Био семена за картофи Alouette A 28/35 (20x = 500 кг),"Био семенните картофи Alouette се доказват като предпочитан избор както сред любители градинари, така и сред професионални фермери."
gid://shopify/Product/15449137676612,Арпаджик Sturon 14/21 (5 кг) – Идеален за ранна реколта,"Арпаджикът за засаждане Sturon предоставят отлична възможност за градинарите, които търсят бърз старт на вегетационния сезон."
gid://shopify/Product/15449137742148,Био семена за картофи Alouette A 28/35 (50x = 1000 кг),"Био семенните картофи Alouette се доказват като предпочитан избор както сред любители градинари, така и сред професионални фермери."
gid://shopify/Product/15449137873220,Арпаджик Sturon 14/21 (10 кг) – Идеален за ранна реколта,"Арпаджикът за засаждане Sturon предоставят отлична възможност за градинарите, които търсят бърз старт на вегетационния сезон."
gid://shopify/Product/15449138299204,Арпаджик Sturon 14/21 (20 кг) – Идеален за ранна реколта,"Арпаджикът за засаждане Sturon предоставят отлична възможност за градинарите, които търсят бърз старт на вегетационния сезон."
gid://shopify/Product/15449138692420,Арпаджик Sturon 14/21 (250 кг) – Идеален за ранна реколта,"Арпаджикът за засаждане Sturon предоставят отлична възможност за градинарите, които търсят бърз старт на вегетационния сезон."
gid://shopify/Product/15449138856260,Арпаджик Sturon 14/21 (1000 кг) – Идеален за ранна реколта,"Арпаджикът за засаждане Sturon предоставят отлична възможност за градинарите, които търсят бърз старт на вегетационния сезон."
gid://shopify/Product/15449138889028,Арпаджик за садене Red Baron 14/21 (5 кг),"Арпаджикът за засаждане Red Baron се отличават със наситено червен цвят на обвивката, което го прави уникален сред останалите сортове лук."
gid://shopify/Product/15449139151172,Арпаджик за садене Red Baron 14/21 (10 кг) - Червен лук,"Арпаджикът за засаждане Red Baron се отличават със наситено червен цвят на обвивката, което го прави уникален сред останалите сортове лук."
gid://shopify/Product/15449139249476,Арпаджик за садене Red Baron 14/21 (20 кг) - Червен лук,"Арпаджикът за засаждане Red Baron се отличават със наситено червен цвят на обвивката, което го прави уникален сред останалите сортове лук."
gid://shopify/Product/15449139675460,Арпаджик Sturon 14/21 (500 кг) – Идеален за ранна реколта,"Арпаджикът за засаждане Sturon предоставят отлична възможност за градинарите, които търсят бърз старт на вегетационния сезон."
gid://shopify/Product/15449140035908,Био семена за картофи Vitabella A 28/35 (5 кг),"Био семената за картофи Vitabella съчетават средноранно узряване с високи добиви, като произвеждат твърди картофи, перфектни за готвене и за пържене."
gid://shopify/Product/15449140068676,Арпаджик за садене Red Baron 14/21 (40x = 1000 кг),"Арпаджикът за засаждане Red Baron се отличават със наситено червен цвят на обвивката, което го прави уникален сред останалите сортове лук."
gid://shopify/Product/15449140363588,Арпаджик за садене Red Baron 14/21 (20x = 500 кг),"Арпаджикът за засаждане Red Baron се отличават със наситено червен цвят на обвивката, което го прави уникален сред останалите сортове лук."
gid://shopify/Product/15449141182788,Арпаджик Golden Gourmet (10 кг),"Арпаджикът Golden Gourmet е известен със своя изключителен и богат вкусов профил, който съчетава деликатни и интензивни нотки."
gid://shopify/Product/15449141805380,Арпаджик Golden Gourmet (5 кг),"Арпаджикът Golden Gourmet е известен със своя изключителен и богат вкусов профил, който съчетава деликатни и интензивни нотки."
gid://shopify/Product/15449142559044,Арпаджик Golden Gourmet (10x = 250 кг),"Арпаджикът Golden Gourmet е известен със своя изключителен и богат вкусов профил, който съчетава деликатни и интензивни нотки."
gid://shopify/Product/15449142690116,Арпаджик Golden Gourmet (20x = 500 кг),"Арпаджикът Golden Gourmet е известен със своя изключителен и богат вкусов профил, който съчетава деликатни и интензивни нотки."
gid://shopify/Product/15449145508164,Арпаджик Golden Gourmet (20 кг),"Арпаджикът Golden Gourmet е известен със своя изключителен и богат вкусов профил, който съчетава деликатни и интензивни нотки."
gid://shopify/Product/15449145737540,Арпаджик Golden Gourmet (40x = 1000 кг),"Арпаджикът Golden Gourmet е известен със своя изключителен и богат вкусов профил, който съчетава деликатни и интензивни нотки."
gid://shopify/Product/15449146196292,Компресирани таблетки от кокосов субстрат - 6 броя,Таблетките от кокосов субстрат Organifer Coco Coir предлагат иновативно и пестящо пространството решение за градинарството.
gid://shopify/Product/15449146392900,Арпаджик за садене Red Baron 14/21 (10x = 250 кг),"Арпаджикът за засаждане Red Baron се отличават със наситено червен цвят на обвивката, което го прави уникален сред останалите сортове лук."
gid://shopify/Product/15449147539780,Семена за спортни и игрови тревни площи – Resilient (600 кг),"Семена за спортни и игрови тревни площи – Устойчиви съдържат идеалната формула за тревна площ, която трябва да издържа на пешеходен трафик."
gid://shopify/Product/15449147736388,"Пакет органични семена за картофи (3x 2,5 кг = 7,5 кг)","Този пакет с органични семенни картофи предлага комбинация от три подбрани сорта: Frieslander (ранен), Vitabella (средно ранен) и Alouette (средно късен)."
gid://shopify/Product/15449149047108,Компресирани таблетки от кокосов субстрат - 12 броя,Таблетките от кокосов субстрат Organifer Coco Coir предлагат иновативно и пестящо пространството решение за градинарството.
gid://shopify/Product/15449149440324,Професионален тор за тревни площи и морави (10кг за 330 м2),"Професионалния тор за тревни площи е специално разработен за големи, тревни площи и спортни терени. Този минерален тор осигурява ефективно торене."
gid://shopify/Product/15449149604164,Компресирани таблетки от кокосов субстрат - 24 броя,Таблетките от кокосов субстрат Organifer Coco Coir предлагат иновативно и пестящо пространството решение за градинарството.
gid://shopify/Product/15449149636932,Семена за спортни и игрови тревни площи – Resilient (300 кг),"Семена за спортни и игрови тревни площи – Устойчиви съдържат идеалната формула за тревна площ, която трябва да издържа на пешеходен трафик."
gid://shopify/Product/15449150030148,Семена за възстановяване на тревни площи – Устойчиви 600 кг,Семена за възстановяване на тревни площи – Устойчиви съдържат перфектната формула за реновиране и подсеване на всички видове тревни площи.
gid://shopify/Product/15449150226756,Професионален тор за тревни площи и морави (5 кг за 165 м2),"Професионалния тор за тревни площи е специално разработен за големи, тревни площи и спортни терени. Този минерален тор осигурява ефективно торене."
gid://shopify/Product/15449150980420,Семена за спортни и игрови тревни площи – Resilient (150 кг),"Семена за спортни и игрови тревни площи – Устойчиви съдържат идеалната формула за тревна площ, която трябва да издържа на пешеходен трафик."
gid://shopify/Product/15449151209796,Семена за възстановяване на тревни площи – Устойчиви 150 кг,Семена за възстановяване на тревни площи – Устойчиви съдържат перфектната формула за реновиране и подсеване на всички видове тревни площи.
gid://shopify/Product/15449151799620,Семена за декоративна трева – Елегант (40x = 600 кг за 3 ha),"Декоративни тревни семена – Елегант са разработени за тези, които изискват висока естетическа стойност от своята тревна площ."
gid://shopify/Product/15449152651588,Семена за възстановяване на тревни площи – Устойчиви 300 кг,Семена за възстановяване на тревни площи – Устойчиви съдържат перфектната формула за реновиране и подсеване на всички видове тревни площи.
gid://shopify/Product/15449153470788,Семена за декоративна трева – Елегант (150 кг за 7500 м2),"Декоративни тревни семена – Елегант са разработени за тези, които изискват висока естетическа стойност от своята тревна площ."
gid://shopify/Product/15449153601860,"Семена за декоративна трева – Елегант (20x = 300 кг за 1,5 ha)","Декоративни тревни семена – Елегант са разработени за тези, които изискват висока естетическа стойност от своята тревна площ."
gid://shopify/Product/15449154715972,Семена за сенчеста тревна площ – Елегант (10x = 150 кг),"Семена за сенчеста тревна площ – Елегант са разработени за потребители, които поставят високи изисквания към естетическата стойност на тревната площ."
gid://shopify/Product/15449154847044,Семена за сенчеста тревна площ – Елегант (40x = 600 кг),"Семена за сенчеста тревна площ – Елегант са разработени за потребители, които поставят високи изисквания към естетическата стойност на тревната площ."
gid://shopify/Product/15449154945348,Тревни семена за пасища Meadow - за коне и животни 300 кг,"Organifer Meadow е премиум смес за пасища, подходяща както за косене, така и за паша. Organifer Meadow е избрана смес от сертифицирани тревни семена."
gid://shopify/Product/15449157140804,Тревни семена за пасища Meadow - за коне и животни 150 кг,"Organifer Meadow е премиум смес за пасища, подходяща както за косене, така и за паша. Organifer Meadow е избрана смес от сертифицирани тревни семена."
gid://shopify/Product/15449157304644,Семена за сенчеста тревна площ – Елегант (20x = 300 кг),"Семена за сенчеста тревна площ – Елегант са разработени за потребители, които поставят високи изисквания към естетическата стойност на тревната площ."
gid://shopify/Product/15449157501252,Смес от диви цветя - Биоразнообразие - 62 сорта 10 кг,"Насладете се на богатството на природата! ""Смес от диви цветя - Биоразнообразие"" е уникална смес за тези, които търсят разнообразна градина."
gid://shopify/Product/15449160057156,Смес от диви цветя Биоразнообразие - 62 сорта 5 кг за 2500 м2,"Насладете се на богатството на природата! ""Смес от диви цветя - Биоразнообразие"" е уникална смес за тези, които търсят разнообразна градина."
gid://shopify/Product/15449160089924,Тревни семена за пасища Meadow - за коне и животни 600 кг,"Organifer Meadow е премиум смес за пасища, подходяща както за косене, така и за паша. Organifer Meadow е избрана смес от сертифицирани тревни семена."
gid://shopify/Product/15449160450372,Микс цветя за рязане – Цвят – 32 сорта (10 кг за 5000 м2),"Представете си да се събуждате всяка сутрин в дом, заобиколен от най-зашеметяващите цветя. Това вече не е далечен сън, а реалност."
gid://shopify/Product/15449160548676,Цветя за пеперуди и пчелен микс - Нектар - 40 сорта (5 кг),Смес за цветя за пеперуди и пчели - Нектар е идеалното решение да превърнете вашата градина или обществено пространство в цветен и ароматен оазис.
gid://shopify/Product/15449160679748,Микс цветя за рязане – Цвят – 32 сорта (5 кг за 2500 м2),"Представете си да се събуждате всяка сутрин в дом, заобиколен от най-зашеметяващите цветя. Това вече не е далечен сън, а реалност."
gid://shopify/Product/15449160810820,Микродетелина Трева - Чисти семена от детелина (10 кг),"Organifer Микродетелина, сертифицирана като най-добрата детелина на пазара, е устойчива и дребнолистна бяла детелина.Безупречна и естетически привлекателна."
gid://shopify/Product/15449160941892,Органичен тор от овча вълна (5 кг за 50 м2),Този напълно органичен NK тор (10.5 + 5.3) е изключително богат на органично свързан азот – идеален за силно растящи култури в зеленчуковата градина.
gid://shopify/Product/15449161335108,Рогови стърготини 1–6 мм – органичен азотен тор (5 кг - 50 м2),"Дълготрайно освобождаване на азот и подобряване на почвата. Роговите стърготини са 100% натурален, органичен азотен тор, произведен от фино смлян рог."
gid://shopify/Product/15449161728324,"Тор за жив плет, тис и иглолистни дървета Всичко в едно (5 кг)",Здравият жив плет започва със силен коренов растеж и гъсто разклоняване. Този тор подпомага това: растенията укрепват и изграждат здрава коренова система.
gid://shopify/Product/15449161826628,Тор за рози и цъфтящи растения All-in-One (5 кг за 100 м2),За обилен цъфтеж и дълготраен цвят розите и цветята се нуждаят от балансирано подхранване. С правилни хранителни вещества растения процъфтяват.
gid://shopify/Product/15449162285380,Цветя за пеперуди и пчелен микс - Нектар - 40 сорта (10 кг),Смес за цветя за пеперуди и пчели - Нектар е идеалното решение да превърнете вашата градина или обществено пространство в цветен и ароматен оазис.
gid://shopify/Product/15449162547524,Ускорител на компост (5 кг за 25–100 м2 за 5 м³),Ускорете превръщането на градинските отпадъци и кухненските остатъци в богат на хранителни вещества компост с този мощен ускорител за компост.
gid://shopify/Product/15449162678596,"Тор за плодове, домати, подправки и зеленчуци All-In-One (5 кг)","Този универсален тор е перфектното решение за здрава и обилна реколта – както в професионалното земеделие, така и в домашната градина."
gid://shopify/Product/15449163006276,"Рододендрон, хортензия, азалия (5 кг за 100 м2)","Този универсален тор All-in-One е специално формулиран за киселолюбиви растения като рододендрони, хортензии, азалии, камелии и пирен."
gid://shopify/Product/15449163104580,,"Надежден източник на калий за чувствителни култури. Патенткалий Калимагнезиев тор е нискохлориден тор с висока концентрация на калий, магнезий и сяра."
gid://shopify/Product/15449164120388,Биовъглен подобрител на почвата (10 кг – 35 л),"Възстановяване на почвата с биовъглен. Organifer биовъглен е органичен подобрител на почвата, произведен от 100% пиролизирани какаови обвивки."
gid://shopify/Product/15449164448068,Подобрител на почвата - Активаторен микс (50 литра за 50 м2),"Този подобрител на почвата, обогатен с живи гъби и бактерии (включително бацил Mycorrhiza), стимулира и активира живота в почвата."
gid://shopify/Product/15449164644676,Подобрител на почвата - Активаторен микс (600 литра),"Този подобрител на почвата, обогатен с живи гъби и бактерии (включително бацил Mycorrhiza), стимулира и активира живота в почвата."
gid://shopify/Product/15449164677444,Амониев сулфатен тор (20 кг за 400м2),"Амониевият сулфат е мощен минерален тор, който осигурява леснодостъпен азот и сяра. Азотът е изцяло в амониева форма (NH₄⁺)."
gid://shopify/Product/15449164939588,Подобрител на почвата - Активаторен микс (1250 литра),"Този подобрител на почвата, обогатен с живи гъби и бактерии (включително бацил Mycorrhiza), стимулира и активира живота в почвата."
gid://shopify/Product/15449165070660,Подобрител на почвата - Активаторен микс (2500 литра),"Този подобрител на почвата, обогатен с живи гъби и бактерии (включително бацил Mycorrhiza), стимулира и активира живота в почвата."
gid://shopify/Product/15449165562180,Покривен слой за трева - Смес с микориза и ризобактерии 600л,Тази смес за покривен слой за трева с живи гъби и бактерии (включително микоризни гъби и бактерии от рода Bacillus) стимулира и активира почвения живот.
gid://shopify/Product/15449166152004,Органичен тор от овча вълна (10 кг за 100 м2),Този напълно органичен NK тор (10.5 + 5.3) е изключително богат на органично свързан азот – идеален за силно растящи култури в зеленчуковата градина.
gid://shopify/Product/15449166184772,Покривен слой за трева Смес с микориза и ризобактерии 1250л,Тази смес за покривен слой за трева с живи гъби и бактерии (включително микоризни гъби и бактерии от рода Bacillus) стимулира и активира почвения живот.
gid://shopify/Product/15449166610756,Покривен слой за трева - Смес с микориза и ризобактерии 50 л,Тази смес за покривен слой за трева с живи гъби и бактерии (включително микоризни гъби и бактерии от рода Bacillus) стимулира и активира почвения живот.
gid://shopify/Product/15449168118084,Покривен слой за трева Смес с микориза и ризобактерии 2500л,Тази смес за покривен слой за трева с живи гъби и бактерии (включително микоризни гъби и бактерии от рода Bacillus) стимулира и активира почвения живот.
gid://shopify/Product/15449172803908,Органичен тор от овча вълна (20 кг за 200 м2),Този напълно органичен NK тор (10.5 + 5.3) е изключително богат на органично свързан азот – идеален за силно растящи култури в зеленчуковата градина.
gid://shopify/Product/15449173066052,Амониев сулфатен тор (12x = 240 кг за 4800 м2),"Амониевият сулфат е мощен минерален тор, който осигурява леснодостъпен азот и сяра. Азотът е изцяло в амониева форма (NH₄⁺)."
gid://shopify/Product/15449173197124,Амониев сулфатен тор (20x = 400 кг за 8000 м2),"Амониевият сулфат е мощен минерален тор, който осигурява леснодостъпен азот и сяра. Азотът е изцяло в амониева форма (NH₄⁺)."
gid://shopify/Product/15449173328196,Амониев сулфатен тор (40x = 800 кг за 16000 м2),"Амониевият сулфат е мощен минерален тор, който осигурява леснодостъпен азот и сяра. Азотът е изцяло в амониева форма (NH₄⁺)."
gid://shopify/Product/15449173655876,"Тор за плодове, домати, подправки и зеленчуци All-In-One (10кг)","Този универсален тор е перфектното решение за здрава и обилна реколта – както в професионалното земеделие, така и в домашната градина."
gid://shopify/Product/15449173688644,"Тор за плодове, домати, подправки и зеленчуци All-In-One 20 кг","Този универсален тор е перфектното решение за здрава и обилна реколта – както в професионалното земеделие, така и в домашната градина."
gid://shopify/Product/15449173918020,Рогови стърготини 1–6 мм – органичен азотен тор (20 кг),"Дълготрайно освобождаване на азот и подобряване на почвата. Роговите стърготини са 100% натурален, органичен азотен тор, произведен от фино смлян рог."
gid://shopify/Product/15449174180164,Рогови стърготини 1–6 мм – органичен азотен тор (10 кг),"Дълготрайно освобождаване на азот и подобряване на почвата. Роговите стърготини са 100% натурален, органичен азотен тор, произведен от фино смлян рог."
